transaction_id,customer_id,purchase_date,purchase_amount
T12133,C1404,2023-08-12,197.09
T12134,C1404,2022-09-15,1.06
T12135,C1404,2022-10-09,190.35
T12136,C1404,2022-07-23,13.48
T12137,C1404,2022-09-11,145.39
T12138,C1404,2023-06-28,17.51
T12139,C1404,2023-02-01,104.61
T12140,C1404,2022-11-26,127.02
T12141,C1405,2023-11-24,38.01
T12142,C1405,2023-10-17,22.54
T12143,C1405,2023-10-01,110.79
T12144,C1405,2023-02-20,35.38
T12145,C1405,2022-05-23,20.34
T12146,C1405,2024-05-02,46.68
T12147,C1405,2022-01-11,119.01
T12148,C1405,2023-02-25,540.61
T12149,C1405,2024-05-02,63.22
T12150,C1406,2022-08-07,187.91
T12151,C1407,2023-09-27,22.76
T12152,C1407,2022-07-08,425.48
T12153,C1407,2023-09-08,83.34
T12154,C1407,2024-03-31,38.26
T12155,C1407,2022-10-27,59.03
T12156,C1407,2022-12-23,35.93
T12157,C1407,2022-12-19,9.07
T12158,C1408,2024-01-26,49.1
T12159,C1408,2022-11-08,12.87
T12160,C1408,2023-04-27,273.95
T12161,C1408,2024-04-24,58.93
T12162,C1408,2022-12-31,112.89
T12163,C1409,2023-02-26,32.24
T12164,C1409,2023-06-29,24.23
T12165,C1409,2022-04-15,144.95
T12166,C1409,2024-02-07,599.87
T12167,C1409,2023-11-14,159.95
T12168,C1409,2023-11-09,37.15
T12169,C1409,2022-08-09,48.98
T12170,C1409,2022-11-03,22.75
T12171,C1409,2022-01-04,250.74
T12172,C1409,2024-04-27,126.47
T12173,C1410,2022-08-03,47.35
T12174,C1410,2023-02-24,99.12
T12175,C1410,2023-06-05,203.66
T12176,C1410,2023-10-20,135.04
T12177,C1410,2023-05-25,24.69
T12178,C1410,2022-08-14,141.14
T12179,C1410,2024-02-11,67.18
T12180,C1410,2022-09-12,58.8
T12181,C1410,2022-07-26,34.49
T12182,C1411,2022-03-10,34.14
T12183,C1411,2023-05-28,18.39
T12184,C1411,2023-12-31,12.58
T12185,C1411,2022-09-08,5.91
T12186,C1412,2023-11-17,215.71
T12187,C1412,2022-03-31,91.08
T12188,C1412,2022-10-21,158.8
T12189,C1413,2023-03-09,33.17
T12190,C1413,2024-04-15,70.25
T12191,C1413,2023-07-15,117.67
T12192,C1413,2022-09-04,159.65
T12193,C1414,2023-07-14,54.6
T12194,C1414,2023-09-02,194.38
T12195,C1414,2023-11-20,126.32
T12196,C1414,2022-03-21,76.82
T12197,C1414,2023-04-06,199.78
T12198,C1414,2023-03-28,279.49
T12199,C1414,2023-04-23,48.78
T12200,C1414,2023-02-24,141.44
T12201,C1415,2024-05-03,199.25
T12202,C1416,2023-05-18,55.66
T12203,C1416,2023-08-11,79.79
T12204,C1417,2023-12-09,210.17
T12205,C1417,2023-02-19,24.94
T12206,C1417,2022-09-03,81.57
T12207,C1417,2022-07-26,172.99
T12208,C1417,2023-06-12,71.87
T12209,C1417,2022-05-25,63.38
T12210,C1417,2022-11-29,105.22
T12211,C1417,2022-02-14,21.4
T12212,C1418,2024-05-17,125.66
T12213,C1418,2022-01-19,63.8
T12214,C1418,2022-01-07,0.96
T12215,C1418,2022-04-27,40.46
T12216,C1419,2023-12-07,42.01
T12217,C1419,2024-02-17,61.01
T12218,C1420,2022-08-19,221.77
T12219,C1420,2023-01-29,29.4
T12220,C1420,2023-03-20,122.29
T12221,C1420,2023-02-09,10.17
T12222,C1420,2023-08-27,325.49
T12223,C1420,2022-03-19,20.37
T12224,C1420,2023-12-26,8.25
T12225,C1420,2022-05-25,148.94
T12226,C1420,2023-11-28,20.92
T12227,C1421,2023-03-21,274.62
T12228,C1421,2022-06-20,2.75
T12229,C1421,2023-04-29,82.54
T12230,C1421,2023-10-15,143.5
T12231,C1422,2023-03-22,56.71
T12232,C1423,2024-03-14,64.81
T12233,C1424,2022-04-05,218.41
T12234,C1424,2022-03-12,40.92
T12235,C1424,2023-06-17,290.72
T12236,C1424,2022-03-21,327.17
T12237,C1424,2023-01-07,60.3
T12238,C1424,2023-11-25,221.13
T12239,C1424,2023-06-01,15.41
T12240,C1424,2023-06-14,39.2
T12241,C1424,2022-02-26,32.71
T12242,C1424,2023-01-19,123.44
T12243,C1425,2023-03-02,86.4
T12244,C1425,2024-01-15,59.34
T12245,C1425,2022-06-02,57.9
T12246,C1426,2022-02-24,7.72
T12247,C1426,2023-11-15,9.1
T12248,C1426,2022-07-03,339.8
T12249,C1426,2022-07-17,40.78
T12250,C1426,2023-05-12,240.35
T12251,C1426,2024-04-28,98.14
T12252,C1427,2022-07-30,113.85
T12253,C1427,2022-04-28,17.61
T12254,C1427,2022-02-11,285.37
T12255,C1428,2022-01-17,2.43
T12256,C1428,2022-09-15,59.77
T12257,C1428,2023-09-04,138.11
T12258,C1428,2024-04-16,538.64
T12259,C1428,2023-01-08,312.0
T12260,C1428,2022-03-22,214.23
T12261,C1428,2023-02-28,18.53
T12262,C1428,2023-12-10,5.95
T12263,C1428,2022-07-15,92.44
T12264,C1429,2022-07-15,78.48
T12265,C1429,2022-01-14,35.02
T12266,C1429,2022-02-26,110.26
T12267,C1429,2022-07-29,46.36
T12268,C1429,2022-12-10,169.93
T12269,C1429,2022-10-06,48.53
T12270,C1429,2022-12-01,2.94
T12271,C1429,2022-09-22,152.23
T12272,C1429,2023-12-01,157.99
T12273,C1430,2024-03-05,41.87
T12274,C1430,2022-03-17,122.24
T12275,C1430,2023-12-26,25.41
T12276,C1430,2023-10-03,26.92
T12277,C1430,2023-01-14,0.91
T12278,C1430,2022-04-13,71.56
T12279,C1431,2024-05-29,341.03
T12280,C1431,2022-01-27,122.74
T12281,C1432,2022-03-23,202.48
T12282,C1432,2024-04-01,260.14
T12283,C1432,2022-06-11,46.53
T12284,C1432,2023-02-06,14.09
T12285,C1432,2023-05-26,87.04
T12286,C1432,2023-12-14,27.97
T12287,C1432,2022-09-12,91.53
T12288,C1433,2023-01-24,72.15
T12289,C1433,2022-06-07,225.91
T12290,C1434,2023-02-13,219.83
T12291,C1434,2022-07-13,74.67
T12292,C1434,2022-05-30,31.03
T12293,C1434,2024-03-26,133.36
T12294,C1435,2022-11-07,5.06
T12295,C1435,2022-03-29,14.96
T12296,C1435,2022-05-15,37.93
T12297,C1435,2022-05-20,296.66
T12298,C1435,2023-09-12,21.35
T12299,C1435,2022-12-24,144.33
T12300,C1436,2023-10-20,151.12
T12301,C1436,2023-04-08,85.93
T12302,C1436,2022-05-02,154.33
T12303,C1436,2022-11-23,114.34
T12304,C1436,2023-04-24,189.68
T12305,C1436,2023-05-18,68.53
T12306,C1436,2023-11-05,6.62
T12307,C1437,2022-02-14,134.55
T12308,C1437,2023-02-22,184.28
T12309,C1437,2022-03-19,168.63
T12310,C1437,2022-12-23,61.68
T12311,C1437,2023-05-30,14.36
T12312,C1437,2022-03-15,12.67
T12313,C1438,2023-06-03,29.3
T12314,C1439,2022-01-04,9.38
T12315,C1439,2023-08-23,27.28
T12316,C1440,2023-12-24,52.96
T12317,C1440,2024-01-01,71.16
T12318,C1440,2022-10-04,49.58
T12319,C1440,2023-05-31,205.25
T12320,C1440,2023-04-28,161.01
T12321,C1440,2024-05-18,7.05
T12322,C1441,2024-03-13,31.03
T12323,C1441,2023-09-12,56.6
T12324,C1441,2023-04-06,195.42
T12325,C1441,2024-04-25,1.27
T12326,C1441,2022-09-19,116.23
T12327,C1441,2024-01-14,26.45
T12328,C1442,2024-02-09,0.99
T12329,C1443,2022-03-07,39.96
T12330,C1443,2022-06-20,201.17
T12331,C1443,2023-06-18,36.25
T12332,C1443,2023-03-15,198.2
T12333,C1444,2023-01-31,129.84
T12334,C1444,2022-03-25,190.91
T12335,C1444,2022-01-13,25.51
T12336,C1444,2023-11-24,84.16
T12337,C1444,2023-06-09,246.63
T12338,C1444,2022-12-19,50.55
T12339,C1444,2022-12-02,84.23
T12340,C1444,2023-07-01,64.33
T12341,C1444,2023-06-01,73.04
T12342,C1444,2024-04-18,19.14
T12343,C1445,2024-05-23,125.34
T12344,C1445,2023-08-02,5.25
T12345,C1445,2023-08-10,59.65
T12346,C1445,2022-03-07,265.43
T12347,C1445,2023-03-23,70.14
T12348,C1445,2023-03-17,5.42
T12349,C1445,2023-04-09,62.36
T12350,C1445,2023-12-12,35.38
T12351,C1445,2023-07-11,202.27
T12352,C1445,2022-04-01,97.05
T12353,C1446,2023-10-04,230.0
T12354,C1446,2024-05-01,12.1
T12355,C1446,2024-02-03,3.95
T12356,C1446,2023-08-07,86.12
T12357,C1446,2022-02-21,30.86
T12358,C1446,2023-09-18,75.23
T12359,C1447,2024-02-25,101.88
T12360,C1447,2023-01-08,201.13
T12361,C1447,2024-01-25,34.62
T12362,C1447,2023-10-12,30.8
T12363,C1447,2023-09-27,117.65
T12364,C1447,2022-03-23,24.89
T12365,C1447,2022-01-16,11.02
T12366,C1448,2023-09-02,209.66
T12367,C1448,2022-12-16,109.94
T12368,C1448,2023-04-09,11.28
T12369,C1449,2022-04-02,202.5
T12370,C1449,2022-10-28,135.6
T12371,C1449,2022-07-08,7.83
T12372,C1449,2022-11-10,97.16
T12373,C1449,2022-05-08,58.85
T12374,C1449,2023-07-13,30.12
T12375,C1449,2023-07-04,48.89
T12376,C1450,2023-07-19,180.17
T12377,C1450,2022-06-03,70.72
T12378,C1451,2023-07-30,32.17
T12379,C1451,2023-09-29,18.71
T12380,C1451,2022-02-08,606.29
T12381,C1452,2022-03-05,92.35
T12382,C1452,2023-06-07,2.5
T12383,C1452,2023-03-18,7.79
T12384,C1453,2022-01-21,52.41
T12385,C1454,2022-02-15,2.19
T12386,C1454,2022-06-13,172.51
T12387,C1454,2022-12-04,211.46
T12388,C1454,2023-03-23,13.74
T12389,C1454,2023-11-02,29.45
T12390,C1454,2022-10-08,139.35
T12391,C1455,2023-12-04,44.99
T12392,C1455,2022-07-29,6.64
T12393,C1455,2023-05-24,61.5
T12394,C1455,2023-08-04,195.43
T12395,C1456,2022-07-07,153.37
T12396,C1456,2023-02-19,102.47
T12397,C1457,2023-05-17,268.06
T12398,C1457,2023-05-10,359.61
T12399,C1457,2023-11-20,396.57
T12400,C1457,2023-01-24,43.89
T12401,C1458,2022-12-12,125.64
T12402,C1458,2022-08-24,5.88
T12403,C1458,2022-09-18,13.38
T12404,C1458,2022-05-03,10.82
T12405,C1458,2023-10-18,91.05
T12406,C1459,2022-02-16,221.49
T12407,C1459,2022-07-27,61.49
T12408,C1459,2022-05-29,203.53
T12409,C1459,2022-06-04,172.18
T12410,C1460,2024-04-09,54.7
T12411,C1460,2022-06-23,277.52
T12412,C1460,2023-04-01,27.86
T12413,C1460,2023-09-21,111.37
T12414,C1460,2023-05-01,10.75
T12415,C1460,2023-01-06,99.71
T12416,C1460,2024-05-02,142.73
T12417,C1460,2024-02-27,72.16
T12418,C1460,2022-10-29,57.63
T12419,C1460,2022-09-06,74.88
T12420,C1461,2022-09-28,115.13
T12421,C1461,2023-01-29,87.33
T12422,C1461,2023-08-15,203.73
T12423,C1461,2022-12-31,20.36
T12424,C1461,2022-12-08,295.26
T12425,C1461,2023-03-01,183.48
T12426,C1461,2024-04-27,74.54
T12427,C1461,2023-03-08,85.04
T12428,C1461,2022-01-14,638.82
T12429,C1462,2022-03-14,33.42
T12430,C1462,2023-08-26,32.05
T12431,C1462,2023-08-25,58.11
T12432,C1462,2024-03-27,98.26
T12433,C1462,2022-08-08,125.74
T12434,C1462,2022-08-09,112.46
T12435,C1462,2023-10-09,116.93
T12436,C1462,2024-05-22,13.48
T12437,C1462,2024-03-24,36.5
T12438,C1463,2022-05-09,8.06
T12439,C1463,2023-03-02,20.35
T12440,C1463,2023-11-25,39.83
T12441,C1463,2022-01-06,86.45
T12442,C1463,2022-11-22,150.01
T12443,C1463,2024-04-05,121.5
T12444,C1463,2023-08-22,165.65
T12445,C1463,2023-10-24,137.64
T12446,C1463,2022-04-13,300.19
T12447,C1464,2023-07-31,1.94
T12448,C1464,2024-02-02,316.94
T12449,C1464,2023-09-20,307.77
T12450,C1464,2022-04-15,18.21
T12451,C1465,2022-11-27,24.56
T12452,C1465,2023-05-07,4.93
T12453,C1465,2024-04-24,23.79
T12454,C1465,2023-05-26,254.01
T12455,C1465,2023-06-20,69.44
T12456,C1465,2022-01-16,140.13
T12457,C1465,2022-08-31,26.51
T12458,C1466,2024-02-18,178.79
T12459,C1466,2023-12-31,37.03
T12460,C1466,2022-10-26,263.13
T12461,C1466,2023-02-01,414.08
T12462,C1466,2023-04-27,34.93
T12463,C1466,2022-06-27,83.15
T12464,C1466,2022-11-11,61.21
T12465,C1466,2023-12-17,30.88
T12466,C1466,2023-06-22,21.9
T12467,C1467,2023-03-31,25.24
T12468,C1467,2022-10-03,60.31
T12469,C1468,2024-03-10,112.95
T12470,C1468,2022-01-01,63.31
T12471,C1468,2023-07-01,36.2
T12472,C1468,2022-11-06,40.9
T12473,C1469,2023-12-30,72.32
T12474,C1469,2023-08-18,158.76
T12475,C1469,2023-10-02,55.07
T12476,C1469,2023-12-29,103.12
T12477,C1469,2023-01-07,183.27
T12478,C1469,2022-12-22,18.25
T12479,C1469,2022-10-19,27.03
T12480,C1470,2023-03-10,13.31
T12481,C1470,2023-06-18,26.06
T12482,C1471,2023-01-19,5.62
T12483,C1471,2023-07-13,30.94
T12484,C1471,2024-04-01,18.9
T12485,C1471,2024-02-24,221.62
T12486,C1472,2022-03-14,55.3
T12487,C1472,2023-07-15,17.87
T12488,C1472,2024-01-26,0.69
T12489,C1473,2022-04-09,25.65
T12490,C1474,2023-05-10,218.07
T12491,C1474,2023-05-29,11.32
T12492,C1474,2022-07-30,194.56
T12493,C1474,2023-08-17,48.26
T12494,C1474,2022-05-20,67.19
T12495,C1474,2022-09-27,57.58
T12496,C1474,2024-05-16,85.2
T12497,C1474,2023-05-21,275.16
T12498,C1474,2022-03-15,282.17
T12499,C1474,2022-03-10,207.74
T12500,C1475,2023-03-09,29.15
T12501,C1475,2022-04-10,208.49
T12502,C1475,2023-07-28,243.28
T12503,C1475,2022-04-24,127.67
T12504,C1475,2022-05-23,37.94
T12505,C1475,2023-11-13,2.85
T12506,C1475,2024-05-10,35.6
T12507,C1475,2024-01-24,15.79
T12508,C1475,2022-06-21,228.42
T12509,C1476,2023-09-18,90.64
T12510,C1476,2022-11-16,4.73
T12511,C1476,2024-05-23,240.31
T12512,C1477,2023-07-24,0.71
T12513,C1477,2022-11-09,23.75
T12514,C1477,2023-12-09,53.39
T12515,C1477,2024-05-14,336.53
T12516,C1478,2023-06-04,69.89
T12517,C1478,2022-08-24,99.47
T12518,C1478,2023-08-04,379.15
T12519,C1478,2023-10-11,6.38
T12520,C1478,2022-10-16,35.59
T12521,C1479,2022-07-23,152.2
T12522,C1479,2023-04-19,47.53
T12523,C1480,2023-01-21,398.37
T12524,C1480,2023-03-06,72.27
T12525,C1480,2023-11-22,18.22
T12526,C1480,2022-10-27,14.82
T12527,C1480,2023-04-16,33.06
T12528,C1480,2023-03-21,15.5
T12529,C1480,2022-06-21,12.83
T12530,C1480,2022-02-16,264.17
T12531,C1480,2024-04-24,185.12
T12532,C1481,2022-04-16,123.3
T12533,C1481,2024-02-07,411.87
T12534,C1481,2023-01-18,44.82
T12535,C1481,2022-10-13,7.33
T12536,C1481,2023-03-30,87.28
T12537,C1481,2024-04-14,557.92
T12538,C1481,2022-01-26,100.77
T12539,C1481,2023-02-12,56.58
T12540,C1481,2024-03-21,49.48
T12541,C1481,2024-03-27,217.68
T12542,C1482,2023-04-29,92.71
T12543,C1483,2022-12-20,54.02
T12544,C1483,2023-08-20,98.56
T12545,C1483,2023-07-12,103.2
T12546,C1483,2023-11-24,26.98
T12547,C1483,2023-09-18,42.35
T12548,C1483,2023-01-16,38.57
T12549,C1483,2022-09-21,213.69
T12550,C1484,2022-04-25,190.77
T12551,C1484,2022-10-08,109.17
T12552,C1484,2024-04-22,143.7
T12553,C1484,2022-11-24,117.05
T12554,C1484,2023-07-06,100.0
T12555,C1484,2022-01-27,60.77
T12556,C1484,2023-11-13,138.85
T12557,C1484,2023-12-01,126.61
T12558,C1484,2022-08-17,131.76
T12559,C1485,2023-10-09,88.78
T12560,C1485,2023-06-08,43.34
T12561,C1485,2022-04-16,98.89
T12562,C1485,2023-11-20,53.72
T12563,C1485,2023-06-18,134.3
T12564,C1485,2023-02-16,110.64
T12565,C1485,2024-03-01,5.44
T12566,C1486,2024-01-24,5.73
T12567,C1486,2024-03-04,44.43
T12568,C1487,2023-10-28,58.25
T12569,C1487,2024-01-23,83.44
T12570,C1487,2023-01-04,203.22
T12571,C1487,2022-02-19,59.99
T12572,C1487,2022-08-04,90.17
T12573,C1487,2023-03-01,67.8
T12574,C1487,2024-04-21,8.52
T12575,C1488,2022-03-11,178.22
T12576,C1488,2022-09-03,304.21
T12577,C1488,2023-10-14,99.84
T12578,C1488,2022-10-05,228.94
T12579,C1488,2023-03-31,16.19
T12580,C1488,2023-08-24,97.54
T12581,C1488,2022-08-21,20.04
T12582,C1488,2023-11-26,24.91
T12583,C1488,2022-03-20,63.17
T12584,C1488,2024-02-20,271.18
T12585,C1489,2022-02-03,13.38
T12586,C1489,2022-05-11,8.8
T12587,C1489,2023-09-24,193.22
T12588,C1489,2024-01-29,33.6
T12589,C1489,2023-05-12,125.49
T12590,C1489,2022-07-29,337.66
T12591,C1489,2023-01-07,327.58
T12592,C1489,2024-04-14,28.16
T12593,C1489,2023-08-29,65.32
T12594,C1489,2022-05-09,111.91
T12595,C1490,2023-06-08,8.19
T12596,C1490,2022-05-10,2.5
T12597,C1491,2022-04-09,76.21
T12598,C1491,2022-05-19,115.43
T12599,C1491,2022-06-23,186.85
T12600,C1491,2023-05-11,33.03
T12601,C1491,2024-04-07,23.17
T12602,C1491,2022-10-26,45.59
T12603,C1491,2022-07-11,121.2
T12604,C1491,2024-01-25,41.33
T12605,C1492,2024-04-13,114.02
T12606,C1492,2022-08-20,15.85
T12607,C1492,2022-07-14,105.01
T12608,C1492,2024-02-07,95.79
T12609,C1492,2024-04-12,12.97
T12610,C1492,2023-05-17,36.95
T12611,C1492,2023-01-28,97.75
T12612,C1493,2024-01-31,12.3
T12613,C1493,2022-10-10,294.04
T12614,C1493,2022-07-17,73.45
T12615,C1493,2023-07-10,66.14
T12616,C1493,2023-03-05,111.58
T12617,C1494,2023-05-21,275.66
T12618,C1494,2022-03-17,168.05
T12619,C1494,2022-09-05,78.09
T12620,C1494,2022-08-03,189.8
T12621,C1494,2023-01-28,282.81
T12622,C1494,2022-03-10,5.11
T12623,C1494,2023-12-29,335.04
T12624,C1494,2023-02-27,103.61
T12625,C1495,2022-04-25,322.81
T12626,C1495,2022-01-31,69.84
T12627,C1495,2023-01-12,1.41
T12628,C1495,2023-09-09,1.45
T12629,C1495,2022-01-02,109.65
T12630,C1496,2022-02-27,1.34
T12631,C1496,2022-12-07,61.54
T12632,C1496,2022-09-12,170.45
T12633,C1496,2023-10-22,115.34
T12634,C1496,2023-01-21,145.05
T12635,C1497,2023-03-30,39.07
T12636,C1497,2022-11-19,104.49
T12637,C1497,2024-03-29,196.57
T12638,C1497,2023-07-14,17.1
T12639,C1497,2023-01-06,103.02
T12640,C1497,2023-08-29,7.57
T12641,C1497,2024-02-29,30.96
T12642,C1497,2023-11-28,162.81
T12643,C1497,2023-01-22,97.37
T12644,C1497,2023-04-13,69.69
T12645,C1498,2022-04-14,140.03
T12646,C1498,2022-07-19,73.58
T12647,C1498,2022-07-31,79.02
T12648,C1498,2023-05-13,30.2
T12649,C1498,2023-12-18,191.93
T12650,C1498,2023-07-05,329.94
T12651,C1498,2022-09-13,9.51
T12652,C1498,2023-12-29,8.24
T12653,C1499,2023-05-13,1.6
T12654,C1499,2023-11-21,97.59
T12655,C1499,2023-05-22,233.17
T12656,C1499,2023-06-11,26.62
T12657,C1499,2024-04-10,32.04
T12658,C1499,2022-07-27,125.06
T12659,C1499,2022-10-07,162.07
T12660,C1499,2022-05-26,201.44
T12661,C1499,2022-03-31,4.55
T12662,C1500,2023-06-12,60.02
T12663,C1500,2023-04-19,120.51
T12664,C1500,2023-10-25,191.85
T12665,C1500,2022-03-20,70.55
T12666,C1500,2022-06-02,21.28
T12667,C1500,2022-10-06,72.06
T12668,C1500,2022-07-05,76.72
T12669,C1501,2022-06-07,188.52
T12670,C1501,2022-12-25,41.7
T12671,C1501,2023-04-11,67.4
T12672,C1501,2024-01-20,5.7
T12673,C1502,2023-06-14,88.65
T12674,C1502,2023-12-02,129.49
T12675,C1502,2023-06-15,27.23
T12676,C1502,2023-09-24,66.65
T12677,C1502,2023-08-19,81.52
T12678,C1502,2024-04-21,27.29
T12679,C1502,2024-05-02,11.23
T12680,C1502,2023-02-04,18.5
T12681,C1503,2023-08-15,116.98
T12682,C1504,2022-01-16,80.23
T12683,C1504,2023-06-08,35.45
T12684,C1504,2022-01-21,336.73
T12685,C1505,2024-02-24,20.39
T12686,C1505,2022-05-14,61.21
T12687,C1505,2023-02-08,131.31
T12688,C1505,2023-10-11,123.55
T12689,C1506,2022-09-16,67.19
T12690,C1506,2022-04-13,41.36
T12691,C1506,2024-02-08,290.6
T12692,C1506,2024-03-23,135.48
T12693,C1506,2023-04-08,62.1
T12694,C1506,2022-05-01,22.09
T12695,C1507,2023-12-12,43.47
T12696,C1507,2023-09-26,56.02
T12697,C1507,2022-11-11,236.35
T12698,C1507,2023-09-10,31.13
T12699,C1507,2022-08-20,26.71
T12700,C1507,2023-03-18,21.81
T12701,C1508,2024-05-08,47.2
T12702,C1508,2022-10-15,3.53
T12703,C1508,2024-05-27,31.44
T12704,C1508,2024-03-04,68.03
T12705,C1508,2022-08-15,452.13
T12706,C1508,2022-07-01,111.49
T12707,C1509,2022-02-22,11.66
T12708,C1509,2022-08-23,752.52
T12709,C1509,2024-03-09,200.47
T12710,C1510,2022-04-10,130.03
T12711,C1510,2023-02-07,16.4
T12712,C1510,2023-02-19,109.95
T12713,C1510,2023-11-08,141.19
T12714,C1510,2023-09-18,21.69
T12715,C1510,2022-12-30,1.82
T12716,C1510,2022-09-28,101.71
T12717,C1511,2024-03-28,11.88
T12718,C1511,2022-02-28,161.86
T12719,C1511,2024-04-22,63.74
T12720,C1511,2023-12-07,11.47
T12721,C1511,2023-02-17,12.56
T12722,C1511,2022-10-01,18.41
T12723,C1512,2022-04-28,51.69
T12724,C1512,2023-04-28,19.22
T12725,C1513,2023-11-24,129.02
T12726,C1513,2023-02-16,113.93
T12727,C1513,2024-03-03,136.01
T12728,C1514,2023-07-14,180.84
T12729,C1514,2023-12-01,256.62
T12730,C1514,2023-04-25,28.63
T12731,C1515,2022-09-17,6.37
T12732,C1515,2023-06-05,22.91
T12733,C1515,2023-02-23,5.76
T12734,C1515,2023-10-20,5.43
T12735,C1515,2022-08-31,32.76
T12736,C1516,2023-07-09,17.38
T12737,C1517,2022-08-02,1.01
T12738,C1517,2023-01-31,18.73
T12739,C1517,2022-08-25,40.3
T12740,C1517,2023-02-03,90.02
T12741,C1517,2024-04-28,69.14
T12742,C1517,2022-08-10,351.05
T12743,C1518,2023-02-20,155.13
T12744,C1519,2022-12-10,14.58
T12745,C1519,2024-04-29,9.71
T12746,C1519,2022-10-07,22.19
T12747,C1520,2022-02-16,0.22
T12748,C1520,2022-08-02,16.94
T12749,C1520,2022-11-17,253.36
T12750,C1520,2024-04-23,23.48
T12751,C1520,2023-10-30,94.4
T12752,C1520,2023-12-12,51.5
T12753,C1520,2023-11-05,73.75
T12754,C1520,2024-01-16,9.48
T12755,C1521,2024-03-06,66.1
T12756,C1521,2022-07-25,51.46
T12757,C1521,2022-10-07,114.5
T12758,C1521,2022-04-28,13.16
T12759,C1521,2023-04-01,27.91
T12760,C1521,2022-04-10,148.21
T12761,C1521,2022-11-01,31.19
T12762,C1521,2022-11-24,45.66
T12763,C1521,2023-11-18,1.54
T12764,C1521,2022-10-20,160.17
T12765,C1522,2022-04-02,165.74
T12766,C1522,2024-05-20,11.18
T12767,C1522,2023-04-07,19.41
T12768,C1522,2023-05-01,426.4
T12769,C1522,2022-12-30,49.47
T12770,C1522,2022-01-07,67.98
T12771,C1522,2022-07-16,80.77
T12772,C1522,2024-01-05,48.41
T12773,C1523,2023-08-18,103.34
T12774,C1523,2024-05-21,201.61
T12775,C1523,2024-02-14,109.61
T12776,C1523,2023-03-31,9.97
T12777,C1523,2024-05-23,130.64
T12778,C1523,2023-06-05,141.44
T12779,C1523,2022-07-29,18.54
T12780,C1523,2022-06-22,159.66
T12781,C1523,2023-08-13,9.01
T12782,C1523,2023-02-07,222.45
T12783,C1524,2022-03-15,51.14
T12784,C1524,2022-05-27,96.65
T12785,C1524,2022-08-01,111.81
T12786,C1524,2023-12-19,24.27
T12787,C1524,2023-01-29,64.05
T12788,C1524,2022-01-22,17.03
T12789,C1524,2022-04-15,62.0
T12790,C1524,2023-03-08,69.49
T12791,C1525,2024-02-13,10.25
T12792,C1525,2022-08-09,282.82
T12793,C1525,2022-09-15,263.63
T12794,C1525,2024-02-09,60.29
T12795,C1525,2023-12-15,89.37
T12796,C1525,2022-07-02,149.2
T12797,C1526,2023-03-20,93.34
T12798,C1526,2022-01-06,21.68
T12799,C1526,2022-04-14,162.89
T12800,C1526,2023-04-25,143.63
T12801,C1526,2022-08-23,48.44
T12802,C1526,2023-05-25,84.12
T12803,C1527,2024-02-24,56.58
T12804,C1527,2023-07-23,8.9
T12805,C1527,2022-05-17,15.41
T12806,C1527,2023-02-23,333.63
T12807,C1527,2023-04-08,38.53
T12808,C1528,2024-01-24,213.07
T12809,C1528,2024-02-03,111.49
T12810,C1528,2022-06-01,46.48
T12811,C1528,2022-10-05,152.75
T12812,C1529,2024-03-17,66.41
T12813,C1529,2023-07-15,17.87
T12814,C1529,2022-05-16,58.54
T12815,C1529,2022-08-07,1.36
T12816,C1529,2023-06-30,74.64
T12817,C1529,2024-01-18,188.79
T12818,C1529,2022-06-10,74.29
T12819,C1529,2022-11-04,130.35
T12820,C1530,2024-03-11,270.92
T12821,C1530,2022-07-24,86.08
T12822,C1530,2024-05-02,8.81
T12823,C1530,2024-02-13,96.26
T12824,C1530,2022-05-01,44.63
T12825,C1530,2022-10-03,44.54
T12826,C1530,2022-10-29,58.4
T12827,C1530,2023-01-04,37.89
T12828,C1530,2022-01-12,205.17
T12829,C1531,2022-06-26,385.94
T12830,C1532,2022-06-13,71.07
T12831,C1532,2022-08-06,9.92
T12832,C1532,2024-04-03,18.42
T12833,C1532,2022-02-25,143.74
T12834,C1532,2022-09-10,33.73
T12835,C1532,2024-03-13,103.63
T12836,C1533,2022-08-23,163.87
T12837,C1533,2024-03-30,7.59
T12838,C1533,2022-01-22,53.47
T12839,C1533,2023-03-16,90.7
T12840,C1533,2022-04-03,731.77
T12841,C1533,2022-04-13,73.02
T12842,C1534,2022-08-19,253.54
T12843,C1534,2022-08-28,59.33
T12844,C1534,2023-04-02,61.29
T12845,C1534,2022-11-29,111.97
T12846,C1534,2022-10-19,188.71
T12847,C1534,2023-03-04,27.48
T12848,C1534,2022-05-21,99.27
T12849,C1535,2022-10-11,161.35
T12850,C1535,2023-10-17,17.95
T12851,C1536,2022-10-03,247.62
T12852,C1537,2023-12-14,21.4
T12853,C1537,2024-01-06,243.28
T12854,C1537,2024-05-08,74.61
T12855,C1537,2022-03-26,87.1
T12856,C1537,2024-01-11,343.78
T12857,C1538,2023-01-24,19.08
T12858,C1538,2022-10-26,2.82
T12859,C1538,2022-04-09,222.62
T12860,C1538,2024-04-18,99.02
T12861,C1538,2023-08-02,480.75
T12862,C1538,2023-11-10,32.82
T12863,C1539,2023-08-21,9.23
T12864,C1539,2022-02-21,138.69
T12865,C1540,2024-03-20,58.51
T12866,C1541,2023-02-11,251.02
T12867,C1541,2023-01-16,115.27
